"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Disability_Status","Service_Type","Client_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"19A.15","2020-21","Addressing client needs","All ages","All people","All people","All areas","","Other specialist services","","","","Support needs of clients; summary (closed support periods)","Other specialist services","Total clients for whom need was identified","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","10110","8286","4384","3678","3814","553","421","1447","32109"
"19A.15","2020-21","Addressing client needs","All ages","All people","All people","All areas","","","","","Total clients who needed homelessness services","Support needs of clients; summary (closed support periods)","","","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","50605","80647","29924","19519","14577","4360","2345","7195","207463"
"19A.16","2024-25","Addressing client needs","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Accommodation/accommodation related assistance","Aboriginal and Torres Strait Islander people","","","Support needs of clients; summary (closed support periods)","Accommodation/accommodation related assistance","Provided and/or referred","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","48.2","67.9","70.0","92.7","78.5","72.3","87.9","91.7","71.0"
"19A.16","2024-25","Addressing client needs","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Accommodation/accommodation related assistance","Aboriginal and Torres Strait Islander people","","","Support needs of clients; summary (closed support periods)","Accommodation/accommodation related assistance","Not provided or referred","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","51.8","32.1","30.0","7.3","21.5","27.7","12.1","8.3","29.0"
"19A.16","2024-25","Addressing client needs","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Accommodation/accommodation related assistance","Aboriginal and Torres Strait Islander people","","","Support needs of clients; summary (closed support periods)","Accommodation/accommodation related assistance","Provided only","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","19.7","34.7","42.4","77.7","31.0","47.0","34.6","79.9","46.0"
"19A.16","2024-25","Addressing client needs","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Accommodation/accommodation related assistance","Aboriginal and Torres Strait Islander people","","","Support needs of clients; summary (closed support periods)","Accommodation/accommodation related assistance","Referred only","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","18.9","13.4","10.7","7.4","32.8","13.8","25.1","1.7","12.6"
"19A.16","2024-25","Addressing client needs","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Accommodation/accommodation related assistance","Aboriginal and Torres Strait Islander people","","","Support needs of clients; summary (closed support periods)","Accommodation/accommodation related assistance","Total clients for whom need was identified","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","9746","5335","9238","7492","1253","698","355","3850","37261"
"19A.16","2024-25","Addressing client needs","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Assistance to sustain housing tenure","Aboriginal and Torres Strait Islander people","","","Support needs of clients; summary (closed support periods)","Assistance to sustain housing tenure","Provided and/or referred","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","80.6","86.5","87.4","93.1","99.3","67.8","93.4","88.8","85.7"
"19A.16","2024-25","Addressing client needs","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Assistance to sustain housing tenure","Aboriginal and Torres Strait Islander people","","","Support needs of clients; summary (closed support periods)","Assistance to sustain housing tenure","Not provided or referred","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","19.4","13.5","12.6","6.9","0.7","32.2","6.6","11.2","14.3"
"19A.16","2024-25","Addressing client needs","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Assistance to sustain housing tenure","Aboriginal and Torres Strait Islander people","","","Support needs of clients; summary (closed support periods)","Assistance to sustain housing tenure","Provided only","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","69.3","75.4","75.3","81.0","95.9","58.6","78.1","82.1","74.8"
"19A.16","2024-25","Addressing client needs","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Assistance to sustain housing tenure","Aboriginal and Torres Strait Islander people","","","Support needs of clients; summary (closed support periods)","Assistance to sustain housing tenure","Referred only","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","3.1","4.0","4.6","5.0","0.3","5.9","4.6","0.5","3.6"
"19A.16","2024-25","Addressing client needs","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Assistance to sustain housing tenure","Aboriginal and Torres Strait Islander people","","","Support needs of clients; summary (closed support periods)","Assistance to sustain housing tenure","Total clients for whom need was identified","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","5137","3382","3552","1047","606","152","151","778","14519"
"19A.16","2024-25","Addressing client needs","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Mental health services","Aboriginal and Torres Strait Islander people","","","Support needs of clients; summary (closed support periods)","Mental health services","Provided and/or referred","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","65.5","62.2","67.9","68.4","82.1","51.4","51.9","92.6","67.6"
"19A.16","2024-25","Addressing client needs","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Mental health services","Aboriginal and Torres Strait Islander people","","","Support needs of clients; summary (closed support periods)","Mental health services","Not provided or referred","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","34.5","37.8","32.1","31.6","17.9","48.6","48.1","7.4","32.4"
"19A.16","2024-25","Addressing client needs","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Mental health services","Aboriginal and Torres Strait Islander people","","","Support needs of clients; summary (closed support periods)","Mental health services","Provided only","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","25.4","36.6","36.6","34.3","4.8","35.7","27.9","67.3","33.9"
"19A.16","2024-25","Addressing client needs","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Mental health services","Aboriginal and Torres Strait Islander people","","","Support needs of clients; summary (closed support periods)","Mental health services","Referred only","","","AIHW (unpublished) Specialist Homelessness Services Collection","%","25.8","15.1","17.2","18.4","76.2","7.1","17.3","8.9","20.6"
"19A.16","2024-25","Addressing client needs","All ages","All people","Aboriginal and Torres Strait Islander people","All areas","","Mental health services","Aboriginal and Torres Strait Islander people","","","Support needs of clients; summary (closed support periods)","Mental health services","Total clients for whom need was identified","","","AIHW (unpublished) Specialist Homelessness Services Collection","no.","1296","651","748","408","84","70","104","257","3483"
