"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Disability_Status","Housing_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"18A.7","2023","Descriptive data","All ages","All people","All households","All areas","All households","Community housing","2024-25 dollars","Community housing","Total rents charged for week (at 30 June) in real terms; where both rent charged and household income are known","","","","","","Derived from AIHW (unpublished) National Housing Assistance Data Repository; ABS Australian National Accounts: National Income Expenditure and Product","$'000","8841","2115","1037","1040","1800","1317","295","37","16485",""
"18A.7","2023","Descriptive data","All ages","All people","All households","Major cities","All households","Community housing","","Community housing","Dwellings by remoteness; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","36754","13028","6528","6263","10671","..","1684","..","74928",""
"18A.7","2023","Descriptive data","All ages","All people","All households","Inner regional","All households","Community housing","","Community housing","Dwellings by remoteness; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","15049","2918","2582","726","579","6611","1","..","28467",""
"18A.7","2023","Descriptive data","All ages","All people","All households","Outer regional","All households","Community housing","","Community housing","Dwellings by remoteness; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","2042","417","2297","565","988","3049","..","194","9551",""
"18A.7","2023","Descriptive data","All ages","All people","All households","Remote","All households","Community housing","","Community housing","Dwellings by remoteness; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","62","0","175","201","91","55","..","257","841",""
"18A.7","2023","Descriptive data","All ages","All people","All households","Very remote","All households","Community housing","","Community housing","Dwellings by remoteness; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","6","..","83","223","4","0","..","37","353",""
"18A.7","2023","Descriptive data","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Providers; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","140","71","118","27","23","64","9","40","492",""
"18A.7","2022-23","Descriptive data","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Households; at 30 June","New households assisted","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","6769","2653","1676","1174","1222","1303","405","na","15202",""
"18A.7","2022-23","Descriptive data","All ages","All people","Aboriginal and Torres Strait Islander households","All areas","All households","Community housing","","Community housing","Households; at 30 June","New households assisted","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","1234","197","596","215","256","68","14","na","2580",""
"18A.7","2022","Descriptive data","All ages","All people","Aboriginal and Torres Strait Islander households","All areas","All households","Community housing","","Community housing","Households; at 30 June","","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","5822","814","1893","1128","994","544","15","na","11210",""
"18A.7","2022-23","Descriptive data","All ages","All people","All households","All areas","All households","Community housing","2024-25 dollars","Community housing","Households; at 30 June","Total rent charged in real terms","","","","","Derived from AIHW (unpublished) National Housing Assistance Data Repository; ABS Australian National Accounts: National Income Expenditure and Product","$'000","486301","180738","113233","87782","151972","106271","15459","na","1141757",""
"18A.7","2022","Descriptive data","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Applicants on waitlist at 30 June","New greatest need applicants","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","na","147","23848","88","2977","218","404","na","27682",""
"18A.7","2022","Descriptive data","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Applicants on waitlist at 30 June","Total (excluding applicants for transfer)","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","na","345","27437","252","12912","406","557","na","41909",""
"18A.7","2022","Descriptive data","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Applicants on waitlist at 30 June","Applicants for transfer","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","na","40","5114","243","0","29","22","na","5448",""
"18A.7","2022","Descriptive data","All ages","All people","All households","All areas","All households","Community housing","","Community housing","Dwellings; at 30 June","Tenantable","","","","","AIHW (unpublished) National Housing Assistance Data Repository","no.","49889","15057","11336","6492","12145","9130","825","495","105369",""
